developer_name,developer_nip,typ_obiektu,nazwa_inwestycji,budynek,numer_lokalu,pietro,pokoje,status_name,status_norm,area_usable_m2,price_sqm_gross_pln,price_total_gross_pln,currency,balkon_m2,ogrodek_m2,termin,snapshot_date
"PM Development",6762594840,"miejsce postojowe z komórką lokatorską","Ecco Panorama","Budynek D","39 +K27",,,wolne,dostępne,15.46,3862.55,59715.00,PLN,,,,2025-09-09
"PM Development",6762594840,"miejsce postojowe","Ecco Panorama","Budynek D",4,,,wolne,dostępne,13.38,3363.23,45000.00,PLN,,,,2025-09-09
"PM Development",6762594840,"miejsce postojowe z komórką lokatorską","Ecco Panorama","Budynek D","40 + K28",,,wolne,dostępne,15.46,3912.03,60480.00,PLN,,,,2025-09-09
"PM Development",6762594840,"miejsce postojowe z komórką lokatorską","Ecco Panorama","Budynek D","41 + K29",,,wolne,dostępne,13.33,4554.01,60705.00,PLN,,,,2025-09-09
"PM Development",6762594840,"miejsce postojowe z komórką lokatorską","Ecco Panorama","Budynek D","42 + K30",,,wolne,dostępne,17.43,3271.08,57015.00,PLN,,,,2025-09-09
"PM Development",6762594840,"miejsce postojowe","Ecco Panorama","Budynek D",5,,,wolne,dostępne,13.38,3363.23,45000.00,PLN,,,,2025-09-09
"PM Development",6762594840,"miejsce postojowe","Ecco Panorama","Budynek D",6,,,wolne,dostępne,13.38,3363.23,45000.00,PLN,,,,2025-09-09
"PM Development",6762594840,"miejsce postojowe","Ecco Panorama","Budynek D",7,,,wolne,dostępne,13.38,3363.23,45000.00,PLN,,,,2025-09-09
"PM Development",6762594840,"miejsce postojowe","Ecco Panorama","Budynek D",8,,,wolne,dostępne,13.38,3363.23,45000.00,PLN,,,,2025-09-09
"PM Development",6762594840,"miejsce postojowe","Ecco Panorama","Budynek D",9,,,wolne,dostępne,13.38,3363.23,45000.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K1,,,wolne,dostępne,4.09,4500,18405.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K10,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K11,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K12,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K13,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K14,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K15,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K16,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K17,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K18,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K19,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K2,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K22,,,wolne,dostępne,4.94,4500,22230.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K3,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K4,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K42,,,wolne,dostępne,4.64,4500,20880.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K5,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K6,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K7,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K8,,,sprzedane,sprzedane,2.72,4500,12240.00,PLN,,,,2025-09-09
"PM Development",6762594840,"komórka lokatorska","Ecco Panorama","Budynek D",K9,,,wolne,dostępne,2.72,4500,12240.00,PLN,,,,2025-09-09
